filename,width,height,class,xmin,ymin,xmax,ymax
00000015_co.png,1024,1024,vehicle,361,579,530,651
00000016_co.png,1024,1024,vehicle,87,667,129,696
00000017_co.png,1024,1024,vehicle,823,801,871,830
00000018_co.png,1024,1024,vehicle,602,857,646,881
00000019_co.png,1024,1024,vehicle,11,29,87,69
00000019_co.png,1024,1024,vehicle,77,20,123,44
00000020_co.png,1024,1024,vehicle,288,281,326,305
00000021_co.png,1024,1024,vehicle,736,109,801,133
00000021_co.png,1024,1024,vehicle,745,22,788,40
00000022_co.png,1024,1024,vehicle,41,556,90,575
00000025_co.png,1024,1024,vehicle,144,688,163,727
00000025_co.png,1024,1024,vehicle,392,681,416,732
00000025_co.png,1024,1024,vehicle,433,821,507,844
00000025_co.png,1024,1024,vehicle,477,991,530,1012
00000025_co.png,1024,1024,vehicle,595,762,644,785
00000025_co.png,1024,1024,vehicle,594,699,648,721
00000025_co.png,1024,1024,vehicle,507,683,525,729
00000025_co.png,1024,1024,vehicle,788,76,827,100
00000025_co.png,1024,1024,vehicle,787,111,827,134
00000026_co.png,1024,1024,vehicle,168,241,273,319
00000027_co.png,1024,1024,vehicle,26,203,45,240
00000027_co.png,1024,1024,vehicle,26,249,44,293
00000027_co.png,1024,1024,vehicle,287,261,305,298
00000027_co.png,1024,1024,vehicle,493,262,524,332
00000027_co.png,1024,1024,vehicle,676,352,729,373
00000027_co.png,1024,1024,vehicle,664,401,728,419
00000027_co.png,1024,1024,vehicle,605,539,655,559
00000027_co.png,1024,1024,vehicle,831,530,872,577
00000027_co.png,1024,1024,vehicle,876,419,930,435
00000027_co.png,1024,1024,vehicle,854,496,905,513
00000027_co.png,1024,1024,vehicle,807,691,842,736
00000027_co.png,1024,1024,vehicle,567,754,612,794
00000027_co.png,1024,1024,vehicle,202,546,262,571
00000027_co.png,1024,1024,vehicle,92,496,131,516
00000027_co.png,1024,1024,vehicle,82,658,120,691
00000029_co.png,1024,1024,vehicle,541,22,560,66
00000030_co.png,1024,1024,vehicle,355,74,401,91
00000030_co.png,1024,1024,vehicle,305,118,356,148
00000030_co.png,1024,1024,vehicle,447,34,463,72
00000030_co.png,1024,1024,vehicle,577,531,613,546
00000030_co.png,1024,1024,vehicle,257,777,300,798
00000030_co.png,1024,1024,vehicle,313,764,359,794
00000031_co.png,1024,1024,vehicle,254,839,298,859
00000032_co.png,1024,1024,vehicle,313,326,333,360
00000032_co.png,1024,1024,vehicle,299,618,325,669
00000032_co.png,1024,1024,vehicle,51,712,92,730
00000033_co.png,1024,1024,vehicle,214,728,245,798
00000033_co.png,1024,1024,vehicle,449,503,545,539
00000033_co.png,1024,1024,vehicle,452,539,529,571
00000033_co.png,1024,1024,vehicle,594,883,611,915
00000033_co.png,1024,1024,vehicle,615,869,637,919
00000033_co.png,1024,1024,vehicle,984,884,1011,930
00000035_co.png,1024,1024,vehicle,27,636,76,664
00000035_co.png,1024,1024,vehicle,43,660,84,684
00000035_co.png,1024,1024,vehicle,488,319,532,349
00000035_co.png,1024,1024,vehicle,690,606,708,642
00000036_co.png,1024,1024,vehicle,381,189,403,223
00000036_co.png,1024,1024,vehicle,448,792,473,841
00000037_co.png,1024,1024,vehicle,151,2,190,24
00000037_co.png,1024,1024,vehicle,220,282,244,342
00000037_co.png,1024,1024,vehicle,220,221,242,260
00000037_co.png,1024,1024,vehicle,972,672,996,713
00000037_co.png,1024,1024,vehicle,992,678,1020,719
00000037_co.png,1024,1024,vehicle,865,852,887,904
00000037_co.png,1024,1024,vehicle,369,837,441,876
00000037_co.png,1024,1024,vehicle,353,871,411,917
00000037_co.png,1024,1024,vehicle,232,494,263,532
00000037_co.png,1024,1024,vehicle,258,571,290,609
00000037_co.png,1024,1024,vehicle,256,216,274,249
00000038_co.png,1024,1024,vehicle,166,8,198,60
00000038_co.png,1024,1024,vehicle,936,508,978,536
00000038_co.png,1024,1024,vehicle,948,473,991,501
00000038_co.png,1024,1024,vehicle,200,113,226,151
00000038_co.png,1024,1024,vehicle,654,19,729,56
00000038_co.png,1024,1024,vehicle,549,272,583,284
00000038_co.png,1024,1024,vehicle,199,205,235,228
00000038_co.png,1024,1024,vehicle,816,875,862,899
00000038_co.png,1024,1024,vehicle,917,799,947,847
00000038_co.png,1024,1024,vehicle,716,921,757,940
00000040_co.png,1024,1024,vehicle,268,367,311,386
00000040_co.png,1024,1024,vehicle,270,414,313,431
00000041_co.png,1024,1024,vehicle,48,274,78,343
00000041_co.png,1024,1024,vehicle,56,344,88,370
00000041_co.png,1024,1024,vehicle,895,93,933,110
00000041_co.png,1024,1024,vehicle,945,84,990,103
00000041_co.png,1024,1024,vehicle,975,34,1017,51
00000041_co.png,1024,1024,vehicle,318,591,353,627
00000041_co.png,1024,1024,vehicle,397,914,415,955
00000041_co.png,1024,1024,vehicle,402,979,422,1017
00000042_co.png,1024,1024,vehicle,833,120,868,162
00000042_co.png,1024,1024,vehicle,778,139,810,173
00000043_co.png,1024,1024,vehicle,45,715,92,815
00000043_co.png,1024,1024,vehicle,85,718,130,793
00000043_co.png,1024,1024,vehicle,293,448,323,486
00000043_co.png,1024,1024,vehicle,705,122,759,198
00000043_co.png,1024,1024,vehicle,444,601,486,625
00000043_co.png,1024,1024,vehicle,422,725,472,769
00000043_co.png,1024,1024,vehicle,407,631,506,699
00000043_co.png,1024,1024,vehicle,482,679,560,742
00000043_co.png,1024,1024,vehicle,524,623,612,693
00000043_co.png,1024,1024,vehicle,586,665,676,729
00000043_co.png,1024,1024,vehicle,630,605,728,687
00000043_co.png,1024,1024,vehicle,690,650,784,720
00000043_co.png,1024,1024,vehicle,736,583,831,664
00000044_co.png,1024,1024,vehicle,113,22,163,51
00000044_co.png,1024,1024,vehicle,226,386,278,416
00000044_co.png,1024,1024,vehicle,248,429,298,459
00000044_co.png,1024,1024,vehicle,438,362,482,377
00000044_co.png,1024,1024,vehicle,489,362,528,377
00000044_co.png,1024,1024,vehicle,827,37,878,56
00000044_co.png,1024,1024,vehicle,833,176,856,215
00000044_co.png,1024,1024,vehicle,858,188,875,238
00000044_co.png,1024,1024,vehicle,826,223,851,284
00000044_co.png,1024,1024,vehicle,854,254,878,302
00000044_co.png,1024,1024,vehicle,571,608,633,649
00000044_co.png,1024,1024,vehicle,594,634,643,664
00000044_co.png,1024,1024,vehicle,647,803,694,831
00000044_co.png,1024,1024,vehicle,700,774,762,813
00000044_co.png,1024,1024,vehicle,702,830,745,857
00000044_co.png,1024,1024,vehicle,10,613,41,672
00000045_co.png,1024,1024,vehicle,279,363,331,383
00000045_co.png,1024,1024,vehicle,264,386,338,408
00000045_co.png,1024,1024,vehicle,140,413,178,435
00000045_co.png,1024,1024,vehicle,135,460,174,478
00000045_co.png,1024,1024,vehicle,911,129,948,160
00000045_co.png,1024,1024,vehicle,881,345,926,371
00000045_co.png,1024,1024,vehicle,912,554,936,597
00000045_co.png,1024,1024,vehicle,453,665,470,704
00000045_co.png,1024,1024,vehicle,490,717,510,769
00000045_co.png,1024,1024,vehicle,453,883,471,933
00000045_co.png,1024,1024,vehicle,959,897,999,915
00000045_co.png,1024,1024,vehicle,967,980,1002,998
00000046_co.png,1024,1024,vehicle,862,229,912,247
00000046_co.png,1024,1024,vehicle,924,218,970,236
00000046_co.png,1024,1024,vehicle,957,61,980,103
00000046_co.png,1024,1024,vehicle,992,182,1015,211
00000047_co.png,1024,1024,vehicle,417,177,463,197
00000047_co.png,1024,1024,vehicle,133,198,177,222
00000047_co.png,1024,1024,vehicle,135,223,173,237
00000047_co.png,1024,1024,vehicle,422,563,463,581
00000047_co.png,1024,1024,vehicle,516,697,535,737
00000047_co.png,1024,1024,vehicle,420,801,459,819
00000048_co.png,1024,1024,vehicle,577,236,636,269
00000048_co.png,1024,1024,vehicle,760,115,799,146
00000048_co.png,1024,1024,vehicle,851,85,901,119
00000048_co.png,1024,1024,vehicle,842,746,885,779
00000048_co.png,1024,1024,vehicle,880,774,910,811
00000048_co.png,1024,1024,vehicle,755,754,803,789
00000048_co.png,1024,1024,vehicle,456,463,488,510
00000048_co.png,1024,1024,vehicle,484,462,515,504
00000048_co.png,1024,1024,vehicle,429,363,485,448
00000049_co.png,1024,1024,vehicle,233,111,272,147
00000049_co.png,1024,1024,vehicle,192,159,228,194
00000049_co.png,1024,1024,vehicle,217,330,259,364
00000049_co.png,1024,1024,vehicle,336,344,370,376
00000049_co.png,1024,1024,vehicle,684,50,720,82
00000049_co.png,1024,1024,vehicle,692,173,732,214
00000049_co.png,1024,1024,vehicle,670,628,708,667
00000049_co.png,1024,1024,vehicle,783,639,818,677
00000049_co.png,1024,1024,vehicle,703,704,748,734
00000049_co.png,1024,1024,vehicle,534,555,567,606
00000049_co.png,1024,1024,vehicle,552,652,578,695
00000049_co.png,1024,1024,vehicle,505,650,534,696
00000049_co.png,1024,1024,vehicle,271,543,300,602
00000049_co.png,1024,1024,vehicle,241,651,266,693
00000049_co.png,1024,1024,vehicle,187,874,203,915
00000050_co.png,1024,1024,vehicle,57,332,91,346
00000050_co.png,1024,1024,vehicle,562,6,608,24
00000050_co.png,1024,1024,vehicle,635,185,659,229
00000050_co.png,1024,1024,vehicle,743,191,794,210
00000050_co.png,1024,1024,vehicle,754,135,796,155
00000050_co.png,1024,1024,vehicle,551,294,595,313
00000050_co.png,1024,1024,vehicle,744,219,804,240
00000050_co.png,1024,1024,vehicle,736,279,793,304
00000050_co.png,1024,1024,vehicle,363,444,384,497
00000050_co.png,1024,1024,vehicle,355,326,381,399
00000051_co.png,1024,1024,vehicle,70,44,112,65
00000051_co.png,1024,1024,vehicle,739,153,764,211
00000051_co.png,1024,1024,vehicle,922,400,959,416
00000051_co.png,1024,1024,vehicle,985,303,1002,344
00000051_co.png,1024,1024,vehicle,976,206,996,242
00000051_co.png,1024,1024,vehicle,831,542,848,585
00000051_co.png,1024,1024,vehicle,954,533,993,565
00000051_co.png,1024,1024,vehicle,826,669,841,705
00000051_co.png,1024,1024,vehicle,477,626,528,699
00000051_co.png,1024,1024,vehicle,342,891,381,937
00000052_co.png,1024,1024,vehicle,217,141,257,214
00000052_co.png,1024,1024,vehicle,322,204,356,236
00000052_co.png,1024,1024,vehicle,746,564,776,603
00000052_co.png,1024,1024,vehicle,851,699,885,747
00000052_co.png,1024,1024,vehicle,376,461,425,497
00000052_co.png,1024,1024,vehicle,134,657,169,699
00000052_co.png,1024,1024,vehicle,157,652,188,679
00000052_co.png,1024,1024,vehicle,173,638,205,669
00000052_co.png,1024,1024,vehicle,46,390,85,414
00000052_co.png,1024,1024,vehicle,41,424,85,443
00000052_co.png,1024,1024,vehicle,95,900,138,930
00000053_co.png,1024,1024,vehicle,569,39,641,67
00000053_co.png,1024,1024,vehicle,420,94,487,137
00000053_co.png,1024,1024,vehicle,175,41,217,59
00000053_co.png,1024,1024,vehicle,744,583,766,618
00000053_co.png,1024,1024,vehicle,916,577,938,619
00000053_co.png,1024,1024,vehicle,923,631,944,675
00000053_co.png,1024,1024,vehicle,163,848,179,879
00000054_co.png,1024,1024,vehicle,72,321,135,414
00000054_co.png,1024,1024,vehicle,78,433,158,516
00000054_co.png,1024,1024,vehicle,89,538,173,632
00000054_co.png,1024,1024,vehicle,108,642,183,744
00000055_co.png,1024,1024,vehicle,503,171,538,201
00000055_co.png,1024,1024,vehicle,483,187,523,223
00000055_co.png,1024,1024,vehicle,63,503,104,520
00000055_co.png,1024,1024,vehicle,740,242,756,277
00000056_co.png,1024,1024,vehicle,791,857,858,884
00000056_co.png,1024,1024,vehicle,710,776,747,798
00000056_co.png,1024,1024,vehicle,809,129,839,175
00000056_co.png,1024,1024,vehicle,614,170,628,209
00000056_co.png,1024,1024,vehicle,613,210,636,245
00000056_co.png,1024,1024,vehicle,448,538,492,568
00000057_co.png,1024,1024,vehicle,676,71,703,103
00000057_co.png,1024,1024,vehicle,648,158,685,233
00000057_co.png,1024,1024,vehicle,619,360,647,395
00000057_co.png,1024,1024,vehicle,552,459,638,507
00000057_co.png,1024,1024,vehicle,753,526,774,563
00000057_co.png,1024,1024,vehicle,68,573,113,602
00000057_co.png,1024,1024,vehicle,403,415,435,458
00000057_co.png,1024,1024,vehicle,431,414,461,453
00000057_co.png,1024,1024,vehicle,593,602,617,642
00000057_co.png,1024,1024,vehicle,842,463,883,480
00000057_co.png,1024,1024,vehicle,709,822,720,861
00000058_co.png,1024,1024,vehicle,257,128,284,203
00000058_co.png,1024,1024,vehicle,286,122,313,201
00000058_co.png,1024,1024,vehicle,531,288,577,308
00000058_co.png,1024,1024,vehicle,603,406,642,461
00000058_co.png,1024,1024,vehicle,553,581,575,630
00000058_co.png,1024,1024,vehicle,546,742,568,787
00000058_co.png,1024,1024,vehicle,663,631,712,647
00000058_co.png,1024,1024,vehicle,668,743,719,767
00000058_co.png,1024,1024,vehicle,673,799,711,812
00000058_co.png,1024,1024,vehicle,112,847,135,896
00000058_co.png,1024,1024,vehicle,142,847,161,897
00000058_co.png,1024,1024,vehicle,2,345,66,373
00000059_co.png,1024,1024,vehicle,600,835,629,943
00000059_co.png,1024,1024,vehicle,643,833,715,915
00000059_co.png,1024,1024,vehicle,715,821,766,884
00000059_co.png,1024,1024,vehicle,780,806,815,843
00000059_co.png,1024,1024,vehicle,819,811,851,848
00000059_co.png,1024,1024,vehicle,837,843,884,897
00000059_co.png,1024,1024,vehicle,896,824,959,891
00000059_co.png,1024,1024,vehicle,921,812,990,878
00000059_co.png,1024,1024,vehicle,949,794,1010,869
00000059_co.png,1024,1024,vehicle,639,916,695,937
00000060_co.png,1024,1024,vehicle,119,263,217,332
00000061_co.png,1024,1024,vehicle,189,279,255,362
00000061_co.png,1024,1024,vehicle,204,381,266,478
00000061_co.png,1024,1024,vehicle,212,495,275,583
00000061_co.png,1024,1024,vehicle,233,704,323,807
00000062_co.png,1024,1024,vehicle,63,692,102,707
00000062_co.png,1024,1024,vehicle,174,506,189,547
00000062_co.png,1024,1024,vehicle,139,408,181,425
00000062_co.png,1024,1024,vehicle,37,289,59,327
00000062_co.png,1024,1024,vehicle,665,455,688,504
00000063_co.png,1024,1024,vehicle,75,565,110,617
00000063_co.png,1024,1024,vehicle,131,596,187,650
00000063_co.png,1024,1024,vehicle,216,428,271,464
00000063_co.png,1024,1024,vehicle,92,541,128,576
00000063_co.png,1024,1024,vehicle,17,90,39,130
00000063_co.png,1024,1024,vehicle,478,330,497,370
00000063_co.png,1024,1024,vehicle,947,670,965,708
00000063_co.png,1024,1024,vehicle,476,558,496,604
00000063_co.png,1024,1024,vehicle,470,960,486,998
00000064_co.png,1024,1024,vehicle,668,9,688,48
00000064_co.png,1024,1024,vehicle,644,10,666,45
00000064_co.png,1024,1024,vehicle,755,392,778,428
00000064_co.png,1024,1024,vehicle,908,477,929,523
00000065_co.png,1024,1024,vehicle,15,194,40,238
00000065_co.png,1024,1024,vehicle,305,633,326,671
00000065_co.png,1024,1024,vehicle,336,850,356,891
00000066_co.png,1024,1024,vehicle,119,926,144,979
00000066_co.png,1024,1024,vehicle,104,1000,148,1021
00000067_co.png,1024,1024,vehicle,101,37,156,63
00000069_co.png,1024,1024,vehicle,495,597,528,656
00000070_co.png,1024,1024,vehicle,560,305,624,330
00000070_co.png,1024,1024,vehicle,478,720,498,768
00000071_co.png,1024,1024,vehicle,580,200,594,243
00000072_co.png,1024,1024,vehicle,135,737,186,767
00000072_co.png,1024,1024,vehicle,48,857,139,897
00000072_co.png,1024,1024,vehicle,830,333,850,378
00000073_co.png,1024,1024,vehicle,187,342,228,374
00000073_co.png,1024,1024,vehicle,590,111,608,153
00000073_co.png,1024,1024,vehicle,622,218,640,270
00000073_co.png,1024,1024,vehicle,620,370,637,414
00000073_co.png,1024,1024,vehicle,613,424,639,492
00000073_co.png,1024,1024,vehicle,584,537,603,587
00000073_co.png,1024,1024,vehicle,616,585,632,637
00000073_co.png,1024,1024,vehicle,611,644,634,707
00000074_co.png,1024,1024,vehicle,533,510,549,549
00000075_co.png,1024,1024,vehicle,753,762,785,911
00000075_co.png,1024,1024,vehicle,943,523,977,576
00000076_co.png,1024,1024,vehicle,980,492,1016,509
00000076_co.png,1024,1024,vehicle,976,514,1014,532
00000077_co.png,1024,1024,vehicle,864,571,901,589
00000078_co.png,1024,1024,vehicle,900,358,947,394
00000078_co.png,1024,1024,vehicle,902,399,955,444
00000078_co.png,1024,1024,vehicle,947,778,997,796
00000079_co.png,1024,1024,vehicle,171,64,196,105
00000079_co.png,1024,1024,vehicle,418,842,433,886
00000080_co.png,1024,1024,vehicle,105,335,133,379
00000080_co.png,1024,1024,vehicle,169,423,194,464
00000081_co.png,1024,1024,vehicle,37,148,70,159
00000081_co.png,1024,1024,vehicle,22,302,59,338
00000081_co.png,1024,1024,vehicle,815,33,844,84
00000081_co.png,1024,1024,vehicle,847,40,867,81
00000081_co.png,1024,1024,vehicle,907,69,938,108
00000081_co.png,1024,1024,vehicle,640,201,682,236
00000081_co.png,1024,1024,vehicle,329,532,369,564
00000081_co.png,1024,1024,vehicle,248,681,296,702
00000081_co.png,1024,1024,vehicle,69,943,105,984
00000082_co.png,1024,1024,vehicle,627,108,668,143
00000082_co.png,1024,1024,vehicle,347,533,390,551
00000082_co.png,1024,1024,vehicle,227,538,273,558
00000083_co.png,1024,1024,vehicle,0,361,56,413
00000084_co.png,1024,1024,vehicle,36,27,92,68
00000085_co.png,1024,1024,vehicle,53,567,93,605
00000085_co.png,1024,1024,vehicle,334,632,371,671
00000085_co.png,1024,1024,vehicle,365,603,405,639
00000085_co.png,1024,1024,vehicle,363,63,395,105
00000085_co.png,1024,1024,vehicle,432,198,471,243
00000085_co.png,1024,1024,vehicle,438,21,475,57
00000085_co.png,1024,1024,vehicle,874,516,910,563
00000085_co.png,1024,1024,vehicle,750,369,772,411
00000085_co.png,1024,1024,vehicle,493,715,538,751
00000085_co.png,1024,1024,vehicle,735,825,777,871
00000085_co.png,1024,1024,vehicle,459,943,486,981
00000085_co.png,1024,1024,vehicle,396,973,435,999
00000086_co.png,1024,1024,vehicle,184,577,247,643
00000086_co.png,1024,1024,vehicle,145,470,170,506
00000086_co.png,1024,1024,vehicle,345,378,382,423
00000087_co.png,1024,1024,vehicle,723,253,758,276
00000087_co.png,1024,1024,vehicle,880,810,902,862
00000087_co.png,1024,1024,vehicle,791,445,829,483
00000087_co.png,1024,1024,vehicle,970,151,989,195
00000088_co.png,1024,1024,vehicle,223,58,277,95
00000088_co.png,1024,1024,vehicle,250,131,285,156
00000088_co.png,1024,1024,vehicle,558,25,603,62
00000088_co.png,1024,1024,vehicle,543,56,581,90
00000088_co.png,1024,1024,vehicle,470,121,506,158
00000088_co.png,1024,1024,vehicle,392,154,424,198
00000088_co.png,1024,1024,vehicle,575,211,598,253
00000088_co.png,1024,1024,vehicle,245,469,290,515
00000089_co.png,1024,1024,vehicle,448,146,471,185
00000089_co.png,1024,1024,vehicle,448,188,475,280
00000089_co.png,1024,1024,vehicle,452,287,476,332
00000089_co.png,1024,1024,vehicle,469,829,492,877
00000089_co.png,1024,1024,vehicle,468,888,495,958
00000090_co.png,1024,1024,vehicle,660,84,689,125
00000090_co.png,1024,1024,vehicle,678,136,721,187
00000090_co.png,1024,1024,vehicle,410,200,432,238
00000090_co.png,1024,1024,vehicle,552,876,590,905
00000091_co.png,1024,1024,vehicle,973,130,997,203
00000091_co.png,1024,1024,vehicle,900,306,938,345
00000091_co.png,1024,1024,vehicle,876,346,923,391
00000091_co.png,1024,1024,vehicle,893,916,950,982
00000091_co.png,1024,1024,vehicle,955,997,991,1035
00000092_co.png,1024,1024,vehicle,613,123,650,163
00000092_co.png,1024,1024,vehicle,1,529,39,545
00000094_co.png,1024,1024,vehicle,2,702,31,730
00000095_co.png,1024,1024,vehicle,472,606,511,629
00000095_co.png,1024,1024,vehicle,957,613,997,636
00000096_co.png,1024,1024,vehicle,449,344,497,363
00000096_co.png,1024,1024,vehicle,501,345,574,380
00000097_co.png,1024,1024,vehicle,689,871,757,925
00000097_co.png,1024,1024,vehicle,697,917,753,971
00000098_co.png,1024,1024,vehicle,479,489,521,558
00000099_co.png,1024,1024,vehicle,424,151,540,245
00000100_co.png,1024,1024,vehicle,580,302,637,368
00000100_co.png,1024,1024,vehicle,920,46,976,101
00000100_co.png,1024,1024,vehicle,781,6,846,61
00000101_co.png,1024,1024,vehicle,492,189,613,254
00000101_co.png,1024,1024,vehicle,555,858,601,884
00000102_co.png,1024,1024,vehicle,70,935,120,1006
00000102_co.png,1024,1024,vehicle,104,138,124,181
00000102_co.png,1024,1024,vehicle,420,277,443,324
00000102_co.png,1024,1024,vehicle,542,290,564,321
00000102_co.png,1024,1024,vehicle,978,713,1002,752
00000102_co.png,1024,1024,vehicle,981,759,1010,815
00000103_co.png,1024,1024,vehicle,424,16,443,65
00000104_co.png,1024,1024,vehicle,871,936,907,975
00000104_co.png,1024,1024,vehicle,429,32,465,70
00000104_co.png,1024,1024,vehicle,244,24,277,57
00000105_co.png,1024,1024,vehicle,344,318,367,363
00000106_co.png,1024,1024,vehicle,829,376,852,423
00000106_co.png,1024,1024,vehicle,745,70,767,117
00000106_co.png,1024,1024,vehicle,588,198,642,221
00000107_co.png,1024,1024,vehicle,36,117,62,164
00000107_co.png,1024,1024,vehicle,96,148,123,183
00000107_co.png,1024,1024,vehicle,169,151,190,190
00000107_co.png,1024,1024,vehicle,8,149,28,183
00000107_co.png,1024,1024,vehicle,295,237,348,261
00000107_co.png,1024,1024,vehicle,168,448,192,516
00000107_co.png,1024,1024,vehicle,296,694,329,731
00000107_co.png,1024,1024,vehicle,99,672,131,696
00000108_co.png,1024,1024,vehicle,146,28,193,55
00000108_co.png,1024,1024,vehicle,127,51,155,96
00000108_co.png,1024,1024,vehicle,39,70,69,112
00000108_co.png,1024,1024,vehicle,10,224,27,263
00000108_co.png,1024,1024,vehicle,162,992,209,1014
00000109_co.png,1024,1024,vehicle,804,223,827,280
00000110_co.png,1024,1024,vehicle,654,510,694,525
00000110_co.png,1024,1024,vehicle,712,932,760,955
00000111_co.png,1024,1024,vehicle,278,82,305,137
00000111_co.png,1024,1024,vehicle,433,114,480,132
00000111_co.png,1024,1024,vehicle,998,383,1017,431
00000111_co.png,1024,1024,vehicle,974,397,996,463
00000111_co.png,1024,1024,vehicle,938,401,963,468
00000111_co.png,1024,1024,vehicle,667,314,692,368
00000112_co.png,1024,1024,vehicle,201,43,236,59
00000112_co.png,1024,1024,vehicle,159,158,215,219
00000112_co.png,1024,1024,vehicle,179,419,200,487
00000112_co.png,1024,1024,vehicle,108,455,132,508
00000112_co.png,1024,1024,vehicle,159,557,211,576
00000112_co.png,1024,1024,vehicle,354,559,376,611
00000112_co.png,1024,1024,vehicle,404,557,430,605
00000112_co.png,1024,1024,vehicle,312,563,345,580
00000113_co.png,1024,1024,vehicle,382,96,408,147
00000113_co.png,1024,1024,vehicle,375,154,425,178
00000113_co.png,1024,1024,vehicle,376,758,396,805
00000113_co.png,1024,1024,vehicle,403,862,422,904
00000114_co.png,1024,1024,vehicle,541,828,563,875
00000114_co.png,1024,1024,vehicle,534,890,564,939
00000114_co.png,1024,1024,vehicle,569,885,588,932
00000114_co.png,1024,1024,vehicle,575,838,595,878
00000114_co.png,1024,1024,vehicle,494,851,527,928
00000114_co.png,1024,1024,vehicle,475,854,493,894
00000115_co.png,1024,1024,vehicle,757,987,829,1006
00000116_co.png,1024,1024,vehicle,336,715,381,733
00000116_co.png,1024,1024,vehicle,160,756,176,795
00000116_co.png,1024,1024,vehicle,173,811,187,845
00000116_co.png,1024,1024,vehicle,194,813,214,852
00000116_co.png,1024,1024,vehicle,214,776,235,811
00000116_co.png,1024,1024,vehicle,182,863,202,897
00000117_co.png,1024,1024,vehicle,362,251,450,283
00000117_co.png,1024,1024,vehicle,292,191,316,229
00000117_co.png,1024,1024,vehicle,904,247,921,278
00000118_co.png,1024,1024,vehicle,410,152,436,204
00000118_co.png,1024,1024,vehicle,636,24,681,62
00000119_co.png,1024,1024,vehicle,479,94,530,161
00000119_co.png,1024,1024,vehicle,505,45,536,89
00000119_co.png,1024,1024,vehicle,708,0,749,24
00000119_co.png,1024,1024,vehicle,934,175,965,200
00000119_co.png,1024,1024,vehicle,938,374,991,400
00000119_co.png,1024,1024,vehicle,953,403,1009,425
00000119_co.png,1024,1024,vehicle,903,427,945,496
00000119_co.png,1024,1024,vehicle,962,536,997,558
00000119_co.png,1024,1024,vehicle,993,761,1015,820
00000119_co.png,1024,1024,vehicle,807,954,848,1003
00000120_co.png,1024,1024,vehicle,516,270,558,319
00000120_co.png,1024,1024,vehicle,523,317,553,356
00000120_co.png,1024,1024,vehicle,523,94,544,139
00000121_co.png,1024,1024,vehicle,549,77,597,96
00000121_co.png,1024,1024,vehicle,638,75,688,104
00000121_co.png,1024,1024,vehicle,685,187,727,208
00000121_co.png,1024,1024,vehicle,549,379,595,409
00000121_co.png,1024,1024,vehicle,3,337,46,353
00000121_co.png,1024,1024,vehicle,467,645,508,665
00000122_co.png,1024,1024,vehicle,123,360,228,454
00000123_co.png,1024,1024,vehicle,20,920,41,972
00000123_co.png,1024,1024,vehicle,210,679,226,721
00000123_co.png,1024,1024,vehicle,394,809,414,857
00000123_co.png,1024,1024,vehicle,408,876,434,931
00000123_co.png,1024,1024,vehicle,470,911,494,969
00000123_co.png,1024,1024,vehicle,665,972,686,1003
